hospital_id,Hospital_address,physician_id,Speciality,INSURANCE_provider_name,insurance_provider_id,good_bad_data
HSID00134748,"456 Pine St, Los Angeles, CA 90001, USA",PHY11797,oncologist,Bluecross,PID5142,bad
HSID00134749,"135 Maple St, Boston, MA 02108",PHY11798,oncologist,Cigna,PID5122,bad
HSID00134750,"3210 Cedar St, Houston, TX 77006",PHY11799,endocrinologist,Bluecross,PID5142,bad
HSID00134751,"1234 Maple St, Los Angeles, CA 90001",PHY11800,cardiologist,Cigna,PID5122,bad
HSID00134752,"9876 Elm St, Miami, FL",PHY11801,cardiologist,Medicare,PID5132,bad
HSID00134753,"3456 Maple St, Chicago, IL 60601",PHY11802,cardiologist,Bluecross,PID5142,bad
HSID00134754,"321 Elm St, San Francisco CA 94109",PHY11803,uralogist,Aetna,PID5112,bad
HSID00134755,"5678 Elm St, Denver, CO 80202",PHY11804,uralogist,Bluecross,PID5142,bad
HSID00134756,"4567 Oak Ave, San Francisco, CA 94110",PHY11805,uralogist,Medicare,PID5132,bad
HSID00134757,"789 Pine St, Anytown USA 34567",PHY11806,oncologist,Cigna,PID5122,bad
HSID00134758,"1012 Pine St, Chicago, IL 60601",PHY11807,neurologist,Unitedhealthcare,PID5192,bad
HSID00134759,"456 Oak St, Otherville USA",PHY11808,oncologist,Aetna,PID5112,bad
HSID00134760,"456 Pine St, New York, NY 10012",PHY11809,uralogist,Bluecross,PID5142,bad
HSID00134761,"3210 Pine St, Anytown, USA",PHY11810,neurologist,Cigna,PID5122,bad
HSID00134762,"789 Pine St, Seattle WA 98101",PHY11811,neurologist,Unitedhealthcare,PID5192,bad
HSID00134763,"9012 Oak Rd, Anytown, USA",PHY11812,cardiologist,UnitedHealthcare,PID5192,bad
HSID00134764,"456 Elm St, Othertown, USA",PHY11813,oncologist,Cigna,PID5122,bad
HSID00134765,"1234 Elm St, Los Angeles, CA 90001",PHY11814,cardiologist,Cigna,PID5122,bad
HSID00134766,"1234 Maple St, Anytown, USA",PHY11815,uralogist,Aetna,PID5112,bad
HSID00134767,"123 Maple St, San Francisco, CA 94110",PHY11816,uralogist,Cigna,PID5122,bad
HSID00134768,"4567 Oak Ave, San Francisco, CA 94110",PHY11817,uralogist,Cigna,PID5122,bad
HSID00134769,"9876 Maple Rd, Seattle, WA 98101",PHY11818,cardiologist,Bluecross,PID5142,bad
HSID00134770,"4567 Oak Ave, Los Angeles, CA 90012",PHY11819,uralogist,UnitedHealthcare,PID5192,bad
HSID00134771,"123 Main St, New York, NY 10001",PHY11820,uralogist,Cigna,PID5122,bad
HSID00134772,"123 Main St, Anytown, USA",PHY11821,neurologist,Unitedhealthcare,PID5192,bad
HSID00134773,"1234 Maple St, Los Angeles, CA 90001",PHY11822,oncologist,Aetna,PID5112,bad
HSID00134774,"456 Maple St, Los Angeles CA 90001",PHY11823,cardiologist,Medicare,PID5132,bad
HSID00134775,"123 Main St, Anytown USA",PHY11824,endocrinologist,Cigna,PID5122,bad
HSID00134776,"123 Oak St, Chicago, IL 60601, USA",PHY11825,endocrinologist,Bluecross,PID5142,bad
HSID00134777,"1234 Pine St, Othernewtown, USA",PHY11826,oncologist,Aetna,PID5112,bad
HSID00134778,"7890 Maple St, Fourtown, USA",PHY11827,endocrinologist,UnitedHealthcare,PID5192,bad
HSID00134779,"1234 Main St, Anytown, USA",PHY11828,endocrinologist,Bluecross,PID5142,bad
HSID00134780,"135 Elm St, Boston, MA 02115",PHY11829,endocrinologist,BlueCross,PID5142,bad
HSID00134781,"5678 Maple Ave, Anytown, USA",PHY11830,endocrinologist,Bluecross,PID5142,bad
HSID00134782,"246 Walnut St, Chicago, IL 60601",PHY11831,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00134783,"7890 Pine St, New York NY 10001",PHY11832,cardiologist,Cigna,PID5122,bad
HSID00134784,"789 Pine St, Seattle WA 98101",PHY11833,oncologist,Bluecross,PID5142,bad
HSID00134785,"5678 Elm St, Denver, CO 80202",PHY11834,uralogist,Medicare,PID5132,bad
HSID00134786,"567 Maple St, Newtown2, USA",PHY11835,endocrinologist,Aetna,PID5112,bad
HSID00134787,"789 Oak St, Newtown, USA",PHY11836,neurologist,Bluecross,PID5142,bad
HSID00134788,"1234 Elm St, Los Angeles, CA 90001",PHY11837,uralogist,Cigna,PID5122,bad
HSID00134789,"7890 Maple St, New York, NY 10005",PHY11838,cardiologist,Unitedhealthcare,PID5192,bad
HSID00134790,"101 Maple Ave, Anytown USA 45678",PHY11839,uralogist,Medicare,PID5132,bad
HSID00134791,"789 Oak St, Newtown, USA",PHY11840,endocrinologist,Cigna,PID5122,bad
HSID00134792,"135 Elm St, Boston, MA 02115",PHY11841,oncologist,Cigna,PID5122,bad
HSID00134793,"456 Elm St, Othertown, USA",PHY11842,endocrinologist,Cigna,PID5122,bad
HSID00134794,"4567 Oak Ave, San Francisco, CA 94110",PHY11843,oncologist,UnitedHealthcare,PID5192,bad
HSID00134795,"1234 Maple St, Los Angeles, CA 90001",PHY11844,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00134796,"567 Maple St, Newtown2, USA",PHY11845,uralogist,Cigna,PID5122,bad
HSID00134797,"3210 Pine St, Anytown, USA",PHY11846,oncologist,Cigna,PID5122,bad
HSID00134798,"4567 Maple St, Miami, FL 33101",PHY11847,cardiologist,Cigna,PID5122,bad
HSID00134799,"456 Oak St, Otherville USA",PHY11848,cardiologist,Aetna,PID5112,bad
HSID00134800,"4567 Maple Ave, Los Angeles CA 90001",PHY11849,uralogist,Aetna,PID5112,bad
HSID00134801,"789 Maple St, New York, NY 10001, USA",PHY11850,oncologist,Cigna,PID5122,bad
HSID00134802,"222 Pine St, Anytown, USA",PHY11851,uralogist,Bluecross,PID5142,bad
HSID00134803,"123 Main St, Anytown USA",PHY11852,neurologist,Cigna,PID5122,bad
HSID00134804,"1234 Maple St, Los Angeles, CA 90001",PHY11853,oncologist,Aetna,PID5112,bad
HSID00134805,"789 Pine St, Anytown USA 34567",PHY11854,endocrinologist,Cigna,PID5122,bad
HSID00134806,"1234 Oak Ave, San Diego CA 92109",PHY11855,cardiologist,Unitedhealthcare,PID5192,bad
HSID00134807,"123 Main St, San Francisco, CA 94114",PHY11856,cardiologist,UnitedHealthcare,PID5192,bad
HSID00134808,"1234 Maple St, Los Angeles, CA 90001",PHY11857,uralogist,Bluecross,PID5142,bad
HSID00134809,"7890 Pine St, Seattle, WA 98101",PHY11858,endocrinologist,Cigna,PID5122,bad
HSID00134810,"9012 Oak Rd, Anytown, USA",PHY11859,oncologist,Bluecross,PID5142,bad
HSID00134811,"9876 Maple Rd, Seattle, WA 98101",PHY11860,cardiologist,Medicare,PID5132,bad
HSID00134812,"789 Pine St, Seattle WA 98101",PHY11861,endocrinologist,Bluecross,PID5142,bad
HSID00134813,"3456 Oak St, Threetown, USA",PHY11862,cardiologist,Unitedhealthcare,PID5192,bad
HSID00134814,"1012 Pine St, Chicago, IL 60601",PHY11863,neurologist,Bluecross,PID5142,bad
HSID00134815,"3456 Elm St, Miami, FL 33101",PHY11864,oncologist,Cigna,PID5122,bad
HSID00134816,"5678 Oak St, New York, NY 10001",PHY11865,oncologist,Medicare,PID5132,bad
HSID00134817,"9012 Oak St, Anytown, USA",PHY11866,cardiologist,Cigna,PID5122,bad
HSID00134818,"3456 Oak St, Threetown, USA",PHY11867,uralogist,Cigna,PID5122,bad
HSID00134819,"7890 Maple St, Fourtown, USA",PHY11868,cardiologist,Bluecross,PID5142,bad
HSID00134820,"1012 Pine St, Chicago, IL 60601",PHY11869,cardiologist,UnitedHealthcare,PID5192,bad
HSID00134821,"9012 Oak Rd, Anytown, USA",PHY11870,endocrinologist,Cigna,PID5122,bad
HSID00134822,"1234 Main St, Anytown, USA",PHY11871,neurologist,Medicare,PID5132,bad
HSID00134823,"5678 Pine St, New York, NY 10001",PHY11872,oncologist,Aetna,PID5112,bad
HSID00134824,"456 Oak St, Miami, FL 33101",PHY11873,neurologist,Aetna,PID5112,bad
HSID00134825,"9876 Maple St, Chicago, IL 60601",PHY11874,oncologist,UnitedHealthcare,PID5192,bad
HSID00134826,"9012 Oak St, Anytown, USA",PHY11875,cardiologist,Medicare,PID5132,bad
HSID00134827,"789 Maple St, New York, NY 10001, USA",PHY11876,endocrinologist,Medicare,PID5132,bad
HSID00134828,"5678 Oak St, New York, NY 10001",PHY11877,oncologist,Medicare,PID5132,bad
HSID00134829,"321 Pine St, Otherville USA",PHY11878,neurologist,Bluecross,PID5142,bad
HSID00134830,"123 Oak St, Chicago, IL 60601, USA",PHY11879,oncologist,Cigna,PID5122,bad
HSID00134831,"9012 Oak St, Anytown, USA",PHY11880,neurologist,Unitedhealthcare,PID5192,bad
HSID00134832,"3456 Maple St, Chicago, IL 60601",PHY11881,uralogist,Cigna,PID5122,bad
HSID00134833,"123 Main St, San Francisco, CA 94114",PHY11882,endocrinologist,Aetna,PID5112,bad
HSID00134834,"4567 Cedar Ln, Anytown, USA",PHY11883,neurologist,Bluecross,PID5142,bad
HSID00134835,"5678 Oak St, New York, NY 10001",PHY11884,endocrinologist,Medicare,PID5132,bad
HSID00134836,"9012 Oak St, Anytown, USA",PHY11885,endocrinologist,Medicare,PID5132,bad
HSID00134837,"567 Maple St, Newtown2, USA",PHY11886,neurologist,Medicare,PID5132,bad
HSID00134838,"789 Maple St, New York, NY 10001, USA",PHY11887,cardiologist,Medicare,PID5132,bad
HSID00134839,"321 Pine St, Otherville USA",PHY11888,neurologist,Bluecross,PID5142,bad
HSID00134840,"1234 Maple St, Los Angeles, CA 90001",PHY11889,cardiologist,Cigna,PID5122,bad
HSID00134841,"135 Maple St, Boston, MA 02108",PHY11890,endocrinologist,Bluecross,PID5142,bad
HSID00134842,"3210 Cedar St, Houston, TX 77006",PHY11891,endocrinologist,Bluecross,PID5142,bad
HSID00134843,"9012 Pine St, Chicago, IL 60601",PHY11892,uralogist,Medicare,PID5132,bad
HSID00134844,"9012 Pine St, New York, NY 10001",PHY11893,cardiologist,Medicare,PID5132,bad
HSID00134845,"3456 Elm St, Miami, FL 33101",PHY11894,cardiologist,Medicare,PID5132,bad
HSID00134846,"567 Maple St, Newtown2, USA",PHY11895,neurologist,Bluecross,PID5142,bad
HSID00134847,"246 Pine St, Seattle, WA 98101",PHY11896,endocrinologist,Bluecross,PID5142,bad
HSID00134848,"321 Elm St, San Francisco CA 94109",PHY11897,endocrinologist,Bluecross,PID5142,bad
HSID00134849,"1234 Oak St, Los Angeles, CA 90001",PHY11898,cardiologist,Unitedhealthcare,PID5192,bad
HSID00134850,"1012 Pine St, Chicago, IL 60601",PHY11899,cardiologist,Bluecross,PID5142,bad
HSID00134851,"4567 Cedar Ln, Anytown, USA",PHY11900,oncologist,Cigna,PID5122,bad
HSID00134852,"123 Main St, Anytown, USA",PHY11901,uralogist,Aetna,PID5112,bad
HSID00134853,"567 Maple St, Newtown2, USA",PHY11902,cardiologist,Aetna,PID5112,bad
HSID00134854,"1234 Main St, San Francisco, CA 94114",PHY11903,neurologist,Cigna,PID5122,bad
HSID00134855,"9012 Oak Rd, Anytown, USA",PHY11904,endocrinologist,Medicare,PID5132,bad
HSID00134856,"5678 Elm St, Anytown, USA",PHY11905,neurologist,Aetna,PID5112,bad
HSID00134857,"5678 Oak St, Los Angeles, CA 90001",PHY11906,uralogist,Cigna,PID5122,bad
HSID00134858,"1234 Elm St, Minneapolis, MN 55405",PHY11907,oncologist,Aetna,PID5112,bad
HSID00134859,"3456 Pine St, Anytown, USA",PHY11908,oncologist,Aetna,PID5112,bad
HSID00134860,"9876 Maple St, Chicago, IL 60601",PHY11909,endocrinologist,Bluecross,PID5142,bad
HSID00134861,"456 Elm St, Othertown, USA",PHY11910,uralogist,Medicare,PID5132,bad
HSID00134862,"7890 Pine St, Seattle, WA 98101",PHY11911,endocrinologist,Bluecross,PID5142,bad
HSID00134863,"5678 Pine St, New York, NY 10001",PHY11912,neurologist,Bluecross,PID5142,bad
HSID00134864,"1234 Main St, San Francisco, CA 94114",PHY11913,oncologist,BlueCross BlueShield,PID5142,bad
HSID00134865,"3456 Pine St, Anytown, USA",PHY11914,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00134866,"9876 Maple Rd, Seattle, WA 98101",PHY11915,endocrinologist,Cigna,PID5122,bad
HSID00134867,"7890 Pine St, New York NY 10001",PHY11916,endocrinologist,Cigna,PID5122,bad
HSID00134868,"222 Pine St, Anytown, USA",PHY11917,cardiologist,Cigna,PID5122,bad
HSID00134869,"1012 Pine St, Chicago, IL 60601",PHY11918,uralogist,BlueCross BlueShield,PID5142,bad
HSID00134870,"5678 Oak St, Los Angeles, CA 90001",PHY11919,oncologist,Aetna,PID5112,bad
HSID00134871,"135 Elm St, Miami, FL 33101, USA",PHY11920,neurologist,Cigna,PID5122,bad
HSID00134872,"456 Maple St, Los Angeles CA 90001",PHY11921,endocrinologist,Aetna,PID5112,bad
HSID00134873,"5678 Maple Ave, Chicago, IL",PHY11922,oncologist,Aetna,PID5112,bad
HSID00134874,"1234 Main St, San Francisco, CA 94114",PHY11923,endocrinologist,Medicare,PID5132,bad
HSID00134875,"6789 Elm St, Othertown, USA",PHY11924,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00134876,"9012 Pine St, New York, NY 10001",PHY11925,endocrinologist,Medicare,PID5132,bad
HSID00134877,"1012 Pine St, Chicago, IL 60601",PHY11926,oncologist,Bluecross,PID5142,bad
HSID00134878,"135 Elm St, Boston, MA 02115",PHY11927,uralogist,Cigna,PID5122,bad
HSID00134879,"9012 Pine St, New York, NY 10001",PHY11928,cardiologist,Cigna,PID5122,bad
HSID00134880,"3210 Pine St, Boston, MA 02108",PHY11929,neurologist,Cigna,PID5122,bad
HSID00134881,"9876 Maple St, Chicago, IL 60601",PHY11930,endocrinologist,Bluecross,PID5142,bad
HSID00134882,"321 Elm St, San Francisco CA 94109",PHY11931,cardiologist,Bluecross,PID5142,bad
HSID00134883,"4567 Cedar Ln, Anytown, USA",PHY11932,cardiologist,Bluecross,PID5142,bad
HSID00134884,"456 Elm St, Los Angeles, CA 90001",PHY11933,uralogist,Cigna,PID5122,bad
HSID00134885,"1012 Pine St, Chicago, IL 60601",PHY11934,cardiologist,UnitedHealthcare,PID5192,bad
HSID00134886,"3456 Maple St, Chicago, IL 60601",PHY11935,cardiologist,Bluecross,PID5142,bad
HSID00134887,"789 Elm St, Newtown USA",PHY11936,uralogist,Bluecross,PID5142,bad
HSID00134888,"7890 Maple St, New York, NY 10005",PHY11937,oncologist,Aetna,PID5112,bad
HSID00134889,"7890 Pine St, New York NY 10001",PHY11938,uralogist,Medicare,PID5132,bad
HSID00134890,"456 Maple St, Los Angeles CA 90001",PHY11939,neurologist,BlueCross BlueShield,PID5142,bad
HSID00134891,"1234 Elm St, Atlanta, GA 30303",PHY11940,cardiologist,Medicare,PID5132,bad
HSID00134892,"5678 Oak Ave, New York, NY 10001",PHY11941,cardiologist,Cigna,PID5122,bad
HSID00134893,"6789 Elm St, Othertown, USA",PHY11942,neurologist,Cigna,PID5122,bad
HSID00134894,"789 Pine St, Seattle WA 98101",PHY11943,oncologist,Cigna,PID5122,bad
HSID00134895,"3456 Pine St, Anytown, USA",PHY11944,cardiologist,Medicare,PID5132,bad
HSID00134896,"7890 Pine St, Seattle, WA 98101",PHY11945,uralogist,Bluecross,PID5142,bad
HSID00134897,"1234 Oak Ave, San Diego CA 92109",PHY11946,cardiologist,Aetna,PID5112,bad
HSID00134898,"222 Pine St, Anytown, USA",PHY11947,oncologist,Medicare,PID5132,bad
HSID00134899,"5678 Pine St, New York, NY 10001",PHY11948,oncologist,Bluecross,PID5142,bad
HSID00134900,"1234 Elm St, Los Angeles, CA 90001",PHY11949,uralogist,Bluecross,PID5142,bad
HSID00134901,"456 Maple St, Los Angeles CA 90001",PHY11950,oncologist,Unitedhealthcare,PID5192,bad
HSID00134902,"7890 Cedar St, Anytown, USA",PHY11951,oncologist,Cigna,PID5122,bad
HSID00134903,"246 Pine St, Seattle, WA 98101",PHY11952,oncologist,UnitedHealthcare,PID5192,bad
HSID00134904,"5678 Oak St, Los Angeles, CA 90001",PHY11953,endocrinologist,Cigna,PID5122,bad
HSID00134905,"789 Maple St, New York, NY 10001, USA",PHY11954,oncologist,Aetna,PID5112,bad
HSID00134906,"789 Pine St, Seattle WA 98101",PHY11955,oncologist,Medicare,PID5132,bad
HSID00134907,"456 Oak St, Otherville USA",PHY11956,cardiologist,Bluecross,PID5142,bad
HSID00134908,"246 Pine St, Seattle, WA 98101",PHY11957,cardiologist,Bluecross,PID5142,bad
HSID00134909,"101 Maple Ave, Anytown USA 45678",PHY11958,oncologist,Medicare,PID5132,bad
HSID00134910,"7890 Cedar St, Anytown, USA",PHY11959,oncologist,Aetna,PID5112,bad
HSID00134911,"9012 Pine St, Chicago, IL 60601",PHY11960,neurologist,Cigna,PID5122,bad
HSID00134912,"7654 Cedar Rd, Denver, CO 80206",PHY11961,neurologist,Medicare,PID5132,bad
HSID00134913,"1234 Maple St, Los Angeles, CA 90001",PHY11962,oncologist,Bluecross,PID5142,bad
HSID00134914,"123 Main St, Anytown, USA",PHY11963,cardiologist,Cigna,PID5122,bad
HSID00134915,"4567 Cedar Ln, Anytown, USA",PHY11964,oncologist,Unitedhealthcare,PID5192,bad
HSID00134916,"1234 Pine St, Othernewtown, USA",PHY11965,oncologist,Aetna,PID5112,bad
HSID00134917,"456 Maple St, Los Angeles CA 90001",PHY11966,oncologist,Unitedhealthcare,PID5192,bad
HSID00134918,"1234 Elm St, Anytown, USA",PHY11967,uralogist,Cigna,PID5122,bad
HSID00134919,"1234 Oak St, Los Angeles, CA",PHY11968,cardiologist,Cigna,PID5122,bad
HSID00134920,"9012 Oak St, Anytown, USA",PHY11969,uralogist,Cigna,PID5122,bad
HSID00134921,"3456 Oak St, Threetown, USA",PHY11970,neurologist,Bluecross,PID5142,bad
HSID00134922,"7890 Birch St, Houston, TX 77001",PHY11971,endocrinologist,Medicare,PID5132,bad
HSID00134923,"3456 Oak Ave, Los Angeles, CA 90012",PHY11972,cardiologist,Bluecross,PID5142,bad
HSID00134924,"7654 Cedar Rd, Denver, CO 80206",PHY11973,oncologist,Cigna,PID5122,bad
HSID00134925,"789 Elm St, Newtown USA",PHY11974,uralogist,Bluecross,PID5142,bad
HSID00134926,"1234 Oak St, Chicago IL 60601",PHY11975,uralogist,Bluecross,PID5142,bad
HSID00134927,"789 Oak St, Anytown, USA",PHY11976,cardiologist,Bluecross,PID5142,bad
HSID00134928,"789 Oak St, Chicago, IL 60601",PHY11977,endocrinologist,Bluecross,PID5142,bad
HSID00134929,"3210 Cedar Rd, Miami, FL 33101",PHY11978,endocrinologist,Bluecross,PID5142,bad
HSID00134930,"5678 Pine St, Fivetown, USA",PHY11979,uralogist,Cigna,PID5122,bad
HSID00134931,"789 Pine St, Seattle WA 98101",PHY11980,uralogist,Cigna,PID5122,bad
HSID00134932,"4567 Maple St, Miami, FL 33101",PHY11981,cardiologist,Bluecross,PID5142,bad
HSID00134933,"5678 Oak Ave, New York, NY 10001",PHY11982,neurologist,Bluecross,PID5142,bad
HSID00134934,"135 Maple St, Boston, MA 02108",PHY11983,neurologist,Medicare,PID5132,bad
HSID00134935,"789 Oak St, Newtown, USA",PHY11984,endocrinologist,Aetna,PID5112,bad
HSID00134936,"567 Maple St, Newtown2, USA",PHY11985,neurologist,Cigna,PID5122,bad
HSID00134937,"3456 Elm St, Miami, FL 33101",PHY11986,uralogist,Cigna,PID5122,bad
HSID00134938,"9012 Oak St, Anytown, USA",PHY11987,endocrinologist,Medicare,PID5132,bad
HSID00134939,"135 Elm St, Boston, MA 02115",PHY11988,cardiologist,BlueCross BlueShield,PID5142,bad
HSID00134940,"1234 Pine St, Othernewtown, USA",PHY11989,neurologist,Aetna,PID5112,bad
HSID00134941,"9012 Pine St, New York, NY 10001",PHY11990,endocrinologist,Medicare,PID5132,bad
HSID00134942,"1234 Maple St, Los Angeles, CA 90001",PHY11991,neurologist,Cigna,PID5122,bad
HSID00134943,"7890 Birch St, Houston, TX 77001",PHY11992,neurologist,Cigna,PID5122,bad
HSID00134944,"9876 Elm St, Miami, FL",PHY11993,neurologist,Aetna,PID5112,bad
HSID00134945,"7890 Maple St, New York, NY 10005",PHY11994,oncologist,Bluecross,PID5142,bad
HSID00134946,"9876 Elm St, Miami, FL",PHY11995,uralogist,Cigna,PID5122,bad
HSID00134947,"7890 Birch St, Atlanta, GA 30303",PHY11996,endocrinologist,Bluecross,PID5142,bad
HSID00134948,"9012 Pine St, Chicago, IL 60601",PHY11997,endocrinologist,BlueCross BlueShield,PID5142,bad
HSID00134949,"3210 Cedar St, Houston, TX 77006",PHY11998,neurologist,Cigna,PID5122,bad
HSID00134950,"1357 Main St, New York, NY",PHY11999,oncologist,Bluecross,PID5142,bad
HSID00134951,"135 Elm St, Miami, FL 33101, USA",PHY12000,oncologist,Cigna,PID5122,bad
HSID00134952,"123 Main St, Anytown, USA",PHY12001,uralogist,Aetna,PID5112,bad
HSID00134953,"321 Elm St, San Francisco CA 94109",PHY12002,endocrinologist,Cigna,PID5122,bad
HSID00134954,"7890 Birch St, Houston, TX 77001",PHY12003,oncologist,Cigna,PID5122,bad
HSID00134955,"123 Maple St, San Francisco, CA 94110",PHY12004,neurologist,Cigna,PID5122,bad
HSID00134956,"3456 Pine St, Anytown, USA",PHY12005,endocrinologist,Cigna,PID5122,bad
HSID00134957,"7890 Cedar St, Anytown, USA",PHY12006,oncologist,BlueCross BlueShield,PID5142,bad
HSID00134958,"3210 Cedar St, Houston, TX 77006",PHY12007,uralogist,Aetna,PID5112,bad
HSID00134959,"789 Maple St, New York, NY 10001, USA",PHY12008,uralogist,Bluecross,PID5142,bad
HSID00134960,"7890 Maple St, New York, NY 10005",PHY12009,uralogist,Bluecross,PID5142,bad
HSID00134961,"135 Elm St, Miami, FL 33101, USA",PHY12010,endocrinologist,Bluecross,PID5142,bad
HSID00134962,"3456 Pine St, Anytown, USA",PHY12011,oncologist,Aetna,PID5112,bad
HSID00134963,"1234 Elm St, Minneapolis, MN 55405",PHY12012,uralogist,Medicare,PID5132,bad
HSID00134964,"1234 Maple St, Los Angeles, CA 90001",PHY12013,uralogist,Bluecross,PID5142,bad
HSID00134965,"1234 Main St, Anytown, USA",PHY12014,uralogist,Aetna,PID5112,bad
HSID00134966,"1234 Oak St, Los Angeles, CA 90001",PHY12015,endocrinologist,Bluecross,PID5142,bad
HSID00134967,"5678 Pine St, Fivetown, USA",PHY12016,uralogist,Unitedhealthcare,PID5192,bad
HSID00134968,"1234 Oak Ave, San Diego CA 92109",PHY12017,oncologist,Bluecross,PID5142,bad
HSID00134969,"123 Main St, Anytown, USA",PHY12018,cardiologist,Medicare,PID5132,bad
HSID00134970,"3456 Pine St, Anytown, USA",PHY12019,oncologist,Unitedhealthcare,PID5192,bad
HSID00134971,"1234 Elm St, Anytown, USA",PHY12020,endocrinologist,Bluecross,PID5142,bad
HSID00134972,"7890 Pine St, New York NY 10001",PHY12021,cardiologist,Bluecross,PID5142,bad
HSID00134973,"135 Elm St, Boston, MA 02115",PHY12022,oncologist,Unitedhealthcare,PID5192,bad
HSID00134974,"1234 Oak St, Los Angeles, CA 90001",PHY12023,oncologist,Aetna,PID5112,bad
HSID00134975,"3456 Oak St, Threetown, USA",PHY12024,uralogist,Cigna,PID5122,bad
HSID00134976,"1234 Oak St, Los Angeles, CA 90001",PHY12025,cardiologist,Unitedhealthcare,PID5192,bad
HSID00134977,"5678 Maple Ave, Chicago, IL",PHY12026,uralogist,Cigna,PID5122,bad
HSID00134978,"246 Pine St, Seattle, WA 98101",PHY12027,oncologist,Bluecross,PID5142,bad
HSID00134979,"7890 Maple St, Fourtown, USA",PHY12028,uralogist,Bluecross,PID5142,bad
HSID00134980,"222 Pine St, Anytown, USA",PHY12029,endocrinologist,Cigna,PID5122,bad
HSID00134981,"3210 Cedar Rd, Miami, FL 33101",PHY12030,endocrinologist,Bluecross,PID5142,bad
HSID00134982,"1357 Elm St, Seattle WA 98101",PHY12031,cardiologist,Aetna,PID5112,bad
HSID00134983,"5678 Elm St, Denver, CO 80202",PHY12032,uralogist,Aetna,PID5112,bad
HSID00134984,"3456 Elm St, Miami, FL 33101",PHY12033,oncologist,Bluecross,PID5142,bad
HSID00134985,"3456 Elm St, Miami, FL 33101",PHY12034,oncologist,Bluecross,PID5142,bad
HSID00134986,"222 Pine St, Anytown, USA",PHY12035,neurologist,UnitedHealthcare,PID5192,bad
HSID00134987,"1357 Elm St, Seattle WA 98101",PHY12036,endocrinologist,Bluecross,PID5142,bad
HSID00134988,"6789 Elm St, Othertown, USA",PHY12037,cardiologist,Cigna,PID5122,bad
HSID00134989,"456 Maple St, Los Angeles CA 90001",PHY12038,oncologist,Aetna,PID5112,bad
HSID00134990,"1234 Main St, San Francisco, CA 94114",PHY12039,cardiologist,Bluecross,PID5142,bad
HSID00134991,"246 Pine St, Seattle, WA 98101",PHY12040,cardiologist,Bluecross,PID5142,bad
HSID00134992,"1012 Pine St, Chicago, IL 60601",PHY12041,endocrinologist,Cigna,PID5122,bad
HSID00134993,"7890 Maple St, New York, NY 10005",PHY12042,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00134994,"123 Main St, Anytown USA",PHY12043,uralogist,Aetna,PID5112,bad
HSID00134995,"3456 Oak St, Threetown, USA",PHY12044,cardiologist,BlueCross BlueShield,PID5142,bad
HSID00134996,"456 Elm St, Anytown, USA",PHY12045,uralogist,Bluecross,PID5142,bad
HSID00134997,"3456 Elm St, Miami, FL 33101",PHY12046,endocrinologist,Unitedhealthcare,PID5192,bad
HSID00134998,"789 Oak St, Anytown, USA",PHY12047,cardiologist,Cigna,PID5122,bad
HSID00134999,"1234 Oak St, Los Angeles, CA 90001",PHY12048,uralogist,Cigna,PID5122,bad
HSID00135000,"4567 Cedar Ln, Anytown, USA",PHY12049,cardiologist,Bluecross,PID5142,bad
HSID00135001,"5678 Oak St, New York, NY 10001",PHY12050,cardiologist,Cigna,PID5122,bad
HSID00135002,"7890 Birch St, Atlanta, GA 30303",PHY12051,endocrinologist,Bluecross,PID5142,bad
HSID00135003,"9012 Oak St, Anytown, USA",PHY12052,endocrinologist,Aetna,PID5112,bad
HSID00135004,"7890 Pine St, New York, NY 10001",PHY12053,endocrinologist,Bluecross,PID5142,bad
HSID00135005,"5678 Pine St, Fivetown, USA",PHY12054,neurologist,Cigna,PID5122,bad
HSID00135006,"5678 Maple Ave, Chicago, IL",PHY12055,oncologist,Medicare,PID5132,bad
HSID00135007,"6789 Elm St, Othertown, USA",PHY12056,oncologist,Bluecross,PID5142,bad
HSID00135008,"1234 Elm St, Minneapolis, MN 55405",PHY12057,uralogist,UnitedHealthcare,PID5192,bad
HSID00135009,"4567 Oak Ave, Los Angeles, CA 90012",PHY12058,oncologist,Aetna,PID5112,bad
HSID00135010,"7890 Maple St, New York, NY 10005",PHY12059,cardiologist,Cigna,PID5122,bad
HSID00135011,"3456 Oak St, Threetown, USA",PHY12060,neurologist,Bluecross,PID5142,bad
HSID00135012,"1357 Main St, New York, NY",PHY12061,cardiologist,BlueCross,PID5142,bad
HSID00135013,"321 Elm St, San Francisco CA 94109",PHY12062,neurologist,Bluecross,PID5142,bad
HSID00135014,"3210 Cedar St, Houston, TX 77006",PHY12063,endocrinologist,BlueCross BlueShield,PID5142,bad
HSID00135015,"7654 Cedar Rd, Denver, CO 80206",PHY12064,cardiologist,Cigna,PID5122,bad
HSID00135016,"4567 Oak Ave, San Francisco, CA 94110",PHY12065,endocrinologist,Cigna,PID5122,bad
HSID00135017,"456 Oak St, Miami, FL 33101",PHY12066,endocrinologist,Bluecross,PID5142,bad
